parent_station,stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,preferred,stop_url,stop_id,stop_desc,stop_name,location_type,platform_code,zone_id
,43.876342,2,1622,-79.368658,,1,,1622,,HILLMOUNT RD / HOPECREST RD,0,,1
,43.892149,1,2851,-79.419551,,1,,2851,,BAYVIEW AV / JUDLEA CRT,0,,1
,43.893855,1,2850,-79.419986,,1,,2850,,BAYVIEW AV / ELGIN MILLS RD,0,,1
,43.886311,1,2853,-79.42345,,1,,2853,,TAYLOR MILLS DR / NEAL DR,0,,1
,43.88695,2,2852,-79.420497,,1,,2852,,TAYLOR MILLS DR / ALVERNA RD,0,,1
,43.88748,1,2855,-79.427523,,1,,2855,,TAYLOR MILLS DR / PERKINS RD,0,,1
,43.885673,1,2854,-79.426417,,1,,2854,TAYLOR MILLS DR & TAYLOR MILLS DR,TAYLOR MILLS RD / TAYLOR MILLS RD,0,,1
,43.890934,1,2857,-79.424251,,1,,2857,,TAYLOR MILLS DR / NEAL DR,0,,1
,43.889659,1,2856,-79.427498,,1,,2856,,TAYLOR MILLS DR / KERSWELL DR,0,,1
,43.845687,1,1490,-79.294782,,1,,1490,,14TH AV / BRIMLEY RD,0,,1
,43.868936,1,1491,-79.31258,,1,,1491,,CARLTON RD / MAIN ST UNIONVILLE,0,,1
,43.846638,1,1492,-79.290661,,1,,1492,,14TH AV / CALDBECK AV,0,,1
,43.813662,2,3330,-79.443649,,1,,3330,,ATKINSON AV / ROSEDALE HEIGHTS DR,0,,1
,43.847432,1,1494,-79.287349,,1,,1494,,14TH AV / TILLIE SQ,0,,1
,43.808763,2,3336,-79.44251,,1,,3336,,ATKINSON AV / RODEO DR,0,,1
,43.810277,1,7043,-79.338907,,1,,7043,,VICTORIA PARK AV / GORDON BAKER RD,0,,4
,43.810755,1,7042,-79.339372,,1,,7042,,VICTORIA PARK AV / GORDON BAKER RD,0,,4
,43.921082,1,5469,-79.476895,,1,,5469,,BATHURST ST / KING VAUGHAN RD,0,,1
,43.916746,1,5468,-79.475123,,1,,5468,,BATHURST ST / JEFFERSON SDRD,0,,1
,43.806406,1,3338,-79.441628,,1,,3338,,ATKINSON AV / SPRING GATE BLVD,0,,1
,43.803901,1,7049,-79.336078,,1,,7049,,VICTORIA PARK AV / MCNICOLL AV,0,,4
,43.804311,1,7048,-79.336629,,1,,7048,,VICTORIA PARK AV / MCNICOLL AV,0,,4
,43.806205,1,5187,-79.628762,,1,,5187,,HIGHWAY 27 / ROYALPARK WAY,0,,1
,43.744254,1,5267,-79.595195,,1,,5267,,MARTIN GROVE RD / GARFELLA DR,0,,1
,43.874038,1,1701,-79.425135,,1,,1701,,MAJOR MACKENZIE DR / NEWKIRK RD,0,,1
,43.737271,1,5265,-79.591781,,1,,5265,,MARTIN GROVE RD / FINCH AV,0,,1
,43.873424,1,1703,-79.427908,,1,,1703,,MAJOR MACKENZIE DR / CEDAR AV,0,,1
,43.851728,1,1704,-79.439784,,1,,1704,,CARRVILLE RD / PLAISANCE RD,0,,1
,43.872892,1,1705,-79.430266,,1,,1705,,MAJOR MACKENZIE DR / PUGSLEY AV,0,,1
,43.858335,1,5261,-79.499138,,1,,5261,MAJOR MACKENZIE DR & PETER RUPERT AV,MAJOR MACKENZIE DR / PETER RUPERT A,0,,1
,43.872082,1,1707,-79.433853,,1,,1707,,MAJOR MACKENZIE DR / BAKER AV,0,,1
,43.869902,2,1709,-79.44391,,1,,1709,,MAJOR MACKENZIE DR / ARNOLD CRES,0,,1
,43.847745,1,1168,-79.400187,,1,,1168,,VALLEYMEDE DR / QUEENS COLLEGE DR,0,,1
,44.044954,1,1996,-79.438148,,1,,1996,,MULOCK DR / FERNBANK RD,0,,1
,43.798744,1,4572,-79.42968,,1,,4572,,HILDA AV / CRESTWOOD RD,0,,1
,43.753954,1,5269,-79.599891,,1,,5269,,MARTIN GROVE RD / GIHON SPRING DR,0,,1
,43.750847,1,5268,-79.598395,,1,,5268,,MARTIN GROVE RD / SILVERSTONE DR,0,,1
,43.843686,1,1204,-79.376818,,1,,1204_merged_1983982,,COMMERCE VALLEY DR / MINTHORN BLVD,0,,1
,43.802465,1,4573,-79.433509,,1,,4573,,HILDA AV / YORK HILL BLVD,0,,1
,43.802664,1,4574,-79.434099,,1,,4574,,HILDA AV / YORK HILL BLVD,0,,1
,43.792839,1,7057,-79.331074,,1,,7057,,VICTORIA PARK AV / FINCH AV,0,,4
,43.982432,1,1129,-79.465704,,1,,1129,,HENDERSON DR / POPLAR CRES,0,,1
,43.825163,2,5189,-79.356782,,1,,5189,,JOHN ST / NOLAN CRT,0,,1
,43.796617,2,4576,-79.429603,,1,,4576,,HILDA AV / STEELES AV,0,,1
,43.825477,1,6989,-79.572977,,1,,6989,,ST FRANCIS AV / AMPEZZO AV,0,,1
,43.826001,1,6988,-79.568208,,1,,6988,SAINT FRANCIS AVE & ST CLARE BLVD,ST FRANCIS AV / ST CLARE BLVD,0,,1
,43.880998,1,1120,-79.411179,,1,,1120,,FARMSTEAD RD / RUSHINGBROOK DR,0,,1
,43.836917,1,1121,-79.288172,,1,,1121,,DENISON ST / CARTMEL DR,0,,1
,44.066488,1,6985,-79.429516,,1,,6985,,DAVIS DR / FORHAN AV,0,,1
,43.837716,1,1123,-79.285556,,1,,1123,DENISON ST STOP # 1125,DENISON ST STOP # 1123,0,,1
,43.880054,2,1124,-79.415555,,1,,1124,,FARMSTEAD RD / BAYVIEW AV,0,,1
,43.839053,1,1125,-79.283669,,1,,1125,,DENISON ST / HILLCROFT DR,0,,1
,43.878696,2,1126,-79.421499,,1,,1126,,CENTRE ST / BEAVERTON RD,0,,1
,43.840837,1,1127,-79.280926,,1,,1127,,DENISON ST / TOWNLEY AV,0,,1
,43.88046,1,9785,-79.439272,,1,,9785,10375 Yonge St YONGE ST & CROSBY AV,YONGE / CROSBY,0,,1
,43.890163,1,2989,-79.268945,,1,,2989,,16TH AV / QUARRY STONE DR,0,,1
,43.888994,1,2988,-79.273825,,1,,2988,,16TH AV / STONE MASON DR,0,,1
,43.817489,1,3373,-79.601177,,1,,3373,,ISLINGTON AV / RUTHERFORD RD,0,,1
,43.833661,1,3029,-79.521677,,1,,3029,,RUTHERFORD RD / MELVILLE AV,0,,1
,43.834686,1,3028,-79.517067,,1,,3028,,RUTHERFORD RD / ROTATIONAL DR,0,,1
,43.835411,2,3027,-79.513541,,1,,3027,,RUTHERFORD RD / GREENOCK DR,0,,1
,43.880106,1,2982,-79.310845,,1,,2982,,16TH AV / LONGWATER CHASE,0,,1
,43.879274,1,2981,-79.314497,,1,,2981,,16TH AV / KENNEDY RD,0,,1
,43.89538,1,2980,-79.250078,,1,,2980,,16TH AV / SWAN LAKE BLVD,0,,1
,43.887445,1,2987,-79.280474,,1,,2987,,16TH AV / CAIRNS DR,0,,1
,43.885051,1,2986,-79.289249,,1,,2986,,16TH AV / MCCOWAN RD,0,,1
,43.883978,1,2985,-79.293919,,1,,2985,,16TH AV / SARATOGA RD,0,,1
,43.882677,1,2984,-79.299615,,1,,2984,,16TH AV / SHORTHILL DR,0,,1
,43.840189,1,1018,-79.383285,,1,,1018,,COMMERCE VALLEY DR / SOUTH PARK RD,0,,1
,43.839784,1,1014,-79.378873,,1,,1014,,COMMERCE VALLEY DR STOP # 1014,0,,1
,43.839414,1,1016,-79.381612,,1,,1016,,COMMERCE VALLEY DR / LESLIE ST,0,,1
,43.843877,1,1010,-79.424281,,1,,1010,,RED MAPLE RD / ONEIDA CRES,0,,1
,43.841872,1,1011,-79.375301,,1,,1011,,COMMERCE VALLEY DR STOP # 1011,0,,1
,43.842359,1,1012,-79.423529,,1,,1012,,RED MAPLE RD / HIGH TECH RD,0,,1
,43.840397,1,1013,-79.376974,,1,,1013,,COMMERCE VALLEY DR STOP # 1013,0,,1
,43.841226,1,1234,-79.265245,,1,,1234,,DENISON ST / MIDDLEFIELD RD,0,,1
,44.073449,1,4909,-79.433685,,1,,4909,,LESLIE ST / ELGIN ST,0,,1
,43.842274,1,1236,-79.259973,,1,,1236,,DENISON ST / COXWORTH AV,0,,1
,43.84233,1,1230,-79.274086,,1,,1230,,DENISON ST / COPPARD AV,0,,1
11,43.894757,1,4198,-79.441377,,1,,4198,10909 YONGE ST BERNARD TERMINAL & PLATFORM 6,BERNARD TERMINAL PLATFORM 6,0,6,1
,43.894956,1,4199,-79.441694,,1,,4199,,BERNARD AV / YONGE ST,0,,1
11,43.894734,1,4197,-79.441606,,1,,4197,10909 YONGE ST BERNARD TERMINAL & PLATFORM 5,BERNARD TERMINAL PLATFORM 5,0,5,1
11,43.894543,1,4195,-79.442098,,1,,4195,10909 YONGE ST BERNARD TERMINAL & PLATFORM 3,BERNARD TERMINAL PLATFORM 3,0,3,1
,43.843112,1,1238,-79.256579,,1,,1238,,DENISON ST STOP # 1238,0,,1
,43.918963,1,5670,-79.466628,,1,,5670,,JEFFERSON SDRD / MILOS RD,0,,1
,43.91809,1,5671,-79.470681,,1,,5671,,JEFFERSON SDRD / LOURAKIS ST,0,,1
,43.91729,1,5672,-79.474282,,1,,5672,,JEFFERSON SDRD / BATHURST ST,0,,1
,43.91349,2,5673,-79.472352,,1,,5673,,TOWER HILL RD / ALHART ST,0,,1
,43.903747,1,5675,-79.464415,,1,,5675,,GAMBLE RD / COLESBROOK RD,0,,1
,43.905151,1,5676,-79.458044,,1,,5676,,GAMBLE RD / HARVEST CRT,0,,1
,43.905749,1,5677,-79.455247,,1,,5677,,GAMBLE RD / ROTHBURY RD,0,,1
,43.970758,1,5678,-79.256013,,1,,5678,,NINTH LINE / RUPERT AV,0,,1
,43.8681,2,3954,-79.529811,,1,,3954,,CRANSTON PARK AV / ISAAC MURRAY AV,0,,1
,43.861875,1,4350,-79.461103,,1,,4350,,MCCALLUM DR / BATHURST ST,0,,1
,43.878953,1,4351,-79.462097,,1,,4351,,REGENT ST / THEOBALDS CIR,0,,1
10,43.839711,1,4468,-79.42523,,1,,4468,,RICHMOND HILL CENTRE PLATFORM 7,0,7,1
,44.034363,1,4679,-79.475434,,1,,4679,,YONGE ST STOP # 4679,0,,1
,44.035776,1,6240,-79.497105,,1,,6240,,CLEARMEADOW BLVD / BATHURST ST,0,,1
,43.943388,2,6502,-79.428498,,1,,6502,,BAYVIEW AV / BAYVIEW PARK LANE,0,,1
,43.910831,1,6001,-79.423973,,1,,6001,,BAYVIEW AV / 19TH AV,0,,1
,43.82551,1,1092,-79.33477,,1,,1092,,DENISON ST STOP # 1092,0,,1
,43.823151,1,4901,-79.421181,,1,,4901,ROYAL ORCHARD BLVD & WILD CHERRY LANE,ROYAL ORCHARD BLVD / WILD CHERRY LA,0,,1
,43.824205,1,4900,-79.416819,,1,,4900,,ROYAL ORCHARD BLVD / BAY THORN DR,0,,1
,43.841795,1,4674,-79.422889,,1,,4674,RED MAPLE RD & HIGH TECH RD,RED MAPLE / HIGH TECH RD,0,,1
,43.809964,2,3809,-79.537421,,1,,3809,,EDGELEY BLVD / LANGSTAFF RD,0,,1
,43.807826,1,3808,-79.536233,,1,,3808,,EDGELEY BLVD / APPLEWOOD CRES,0,,1
,43.800031,1,3805,-79.53383,,1,,3805,,EDGELEY BLVD STOP # 3805,0,,1
,43.853611,1,4905,-79.308448,,1,,4905,,YMCA BLVD / KENNEDY RD,0,,1
,43.804692,2,3807,-79.535387,,1,,3807,,EDGELEY BLVD / CIDERMILL AV,0,,1
,43.801925,1,3806,-79.534578,,1,,3806,,EDGELEY BLVD / PENNSYLVANIA AV,0,,1
,43.780723,2,3801,-79.521298,,1,,3801,,JANE ST STOP # 3801,0,,1
,43.791666,1,3803,-79.523808,,1,,3803,,JANE ST / DOUGHTON RD,0,,1
,44.095346,1,2528,-79.489949,,1,,2528,,YONGE ST / MOUNT ALBERT RD,0,,1
,43.852767,1,4907,-79.311234,,1,,4907,,YMCA BLVD / UNIVERSITY BLVD,0,,1
,43.853074,1,4906,-79.31081,,1,,4906,,YMCA BLVD / UNIVERSITY BLVD,0,,1
,43.953313,1,2358,-79.434831,,1,,2358,,NORTH LAKE RD / FERGUS AV,0,,1
,44.223358,1,4074,-79.465328,,1,,4074,,THE QUEENSWAY / BISCAYNE BLVD,0,,1
,44.313371,2,6437,-79.410338,,1,,6437,,METRO RD / MONTSELL AV,0,,1
,44.313452,2,6436,-79.41039,,1,,6436,,METRO RD / MONTSELL AV,0,,1
,44.117617,2,6435,-79.445221,,2,,6435,,LESLIE ST STOP # 6435,0,,1
,44.117524,1,6434,-79.445018,,2,,6434,,LESLIE ST STOP # 6434,0,,1
,44.056725,1,5708,-79.496079,,1,,5708,WOODSPRING AV & MEMORIAL GARDENS WAY,WOODSPRING AV / MEMORIAL GARDENS WA,0,,1
,44.056004,2,5709,-79.503831,,1,,5709,,WOODSPRING AV / RAY SNOW BLVD,0,,1
,43.856212,1,2949,-79.508724,,1,,2949,,MAJOR MACKENZIE DR STOP # 2949,0,,1
,44.304667,1,6430,-79.362281,,2,,6430,,HIGH ST / DALTON RD,0,,1
,44.063214,1,5705,-79.492756,,1,,5705,,WOODSPRING AV / BONSHAW AV,0,,1
,44.059879,2,5706,-79.492302,,1,,5706,,WOODSPRING AV / GILPIN DR,0,,1
,44.058609,2,5707,-79.493416,,1,,5707,,WOODSPRING AV / WILLIAM BOOTH AV,0,,1
,44.065905,1,5700,-79.493228,,1,,5700,,WOODSPRING AV / ASPENWOOD DR,0,,1
,44.067101,1,5701,-79.488666,,1,,5701,,ASPENWOOD DR / MARBLE PL,0,,1
,44.314773,2,6439,-79.403745,,1,,6439,,METRO RD / HUNTLEY DR,0,,1
,44.067174,1,5703,-79.48887,,1,,5703,,ASPENWOOD DR / COACHWHIP TRL,0,,1
,44.220307,2,7559,-79.44853,,,,7559,,DOVEDALE DR STOP # 7559,0,,1
,43.841586,1,7558,-79.238869,,,,7558,,KIRKHAM DR / BOUSFIELD GT,0,,1
,43.977926,2,5434,-79.231851,,1,,5434,,TENTH LINE / AINTREE DR,0,,1
,43.75723,1,7553,-79.569668,,,,7553,,ISLINGTON AV / VANHILL AV,0,,1
,43.755014,1,7552,-79.568724,,,,7552,,ISLINGTON AV / DUNCANWOODS DR,0,,1
,43.752205,1,7551,-79.568149,,,,7551,,ISLINGTON AV / MILADY RD,0,,1
,43.74896,1,7550,-79.568008,,,,7550,,ISLINGTON AV / AVIEMORE DR,0,,1
,43.846128,1,7557,-79.240836,,,,7557,,KIRKHAM DR / MOHANDAS DR,0,,1
,43.848381,1,7556,-79.244003,,,,7556,,DENISON ST / ANDRESS WAY,0,,1
,43.762965,1,7555,-79.573654,,,,7555,,ISLINGTON AV / THOROLD GT,0,,1
,43.759956,1,7554,-79.571546,,,,7554,,ISLINGTON AV / MILLWICK DR,0,,1
,43.801747,1,3370,-79.457744,,1,,3370,,NEW WESTMINSTER DR / CLARK AV,0,,1
,43.977941,1,4685,-79.46255,,1,,4685,,YONGE ST / GILBERT DR,0,,1
,44.059292,1,9855,-79.460406,,2,,9855,,DAVIS DR / MAIN ST,0,,1
,43.826712,1,4776,-79.563275,,1,,4776,,FOSSIL HILL RD / ST. FRANCIS AV,0,,1
,43.828469,1,4777,-79.563698,,1,,4777,,FOSSIL HILL RD / AMPARO DR,0,,1
,43.876569,1,1421,-79.364737,,1,,1421,,WOODBINE AV / RODICK RD,0,,1
,43.833194,1,4772,-79.550662,,1,,4772,,VELLORE WOODS BLVD / SHADETREE CRES,0,,1
,43.835622,1,4773,-79.550744,,1,,4773,,VELLORE WOODS BLVD / ASHBERRY BLVD,0,,1
,43.886653,1,5203,-79.519614,,1,,5203,,KEELE ST / PEAK POINT BLVD,0,,1
,43.840961,1,4299,-79.398037,,1,,4299,,HIGHWAY 7 / CHALMERS RD,0,,1
,43.83151,2,4778,-79.564432,,1,,4778,,FOSSIL HILL RD / ST. URBAIN DR,0,,1
,43.83343,1,4779,-79.564474,,1,,4779,,FOSSIL HILL RD / DAVOS RD,0,,1
,43.840486,1,6891,-79.581976,,1,,6891,,MAJOR MACKENZIE DR / WOODEND PL,0,,1
,43.904687,2,6758,-79.52393,,1,,6758,,KEELE ST / MALOY ST,0,,1
,43.863806,1,4177,-79.298558,,1,,4177,,HIGHWAY 7 / SWANSEA RD,0,,1
17,43.852154,1,4171,-79.313954,,1,,4171,,UNIONVILLE GO STATION PLATFORM 5,0,5,1
17,43.852113,1,4172,-79.314196,,1,,4172,,UNIONVILLE GO STATION PLATFORM 6,0,6,1
,43.836217,2,3062,-79.50858,,1,,3062,,RUTHERFORD RD / KEELE ST,0,,1
,43.851553,1,6752,-79.341141,,1,,6752,,CLEGG RD STOP # 6752,0,,1
,43.85214,1,6753,-79.338149,,1,,6753,,CLEGG RD / SOUTH TOWN CENTRE BLVD,0,,1
,43.851481,1,6751,-79.344489,,1,,6751,,CLEGG RD STOP # 6751,0,,1
,43.866113,1,4178,-79.288545,,1,,4178,,HIGHWAY 7 / MARKVILLE MALL,0,,1
,43.868842,1,4179,-79.277746,,1,,4179,,HIGHWAY 7 / CONSERVATION AV,0,,1
,43.852532,1,6754,-79.337831,,1,,6754,CELGG RD & SOUTH TOWN CENTRE BLVD,CLEGG RD / SOUTH TOWN CENTRE BLVD,0,,1
,43.812325,2,6755,-79.442814,,1,,6755,,CENTRE ST / ATKINSON AV,0,,1
,43.855852,2,5818,-79.547205,,1,,5818,,JOHN DEISMAN BLVD / TIERRA AV,0,,1
,43.854442,2,5819,-79.546856,,1,,5819,,MAST RD / QUEEN ISABELLA CRES,0,,1
,43.778061,1,7176,-79.469262,,1,,7176,,DUFFERIN ST / SUPERTEST RD,0,,1
,43.865753,2,5810,-79.525093,,1,,5810,DRUMMOND DR & LOGWOOD DR,DRUMMOND DR / LONGWOOD DR,0,,1
,43.866673,1,5811,-79.520434,,1,,5811,,DRUMMOND DR / ST. JOAN OF ARC AV,0,,1
,43.867415,1,5812,-79.515731,,1,,5812,,DRUMMOND DR / KEELE ST,0,,1
,43.853374,1,5813,-79.538992,,1,,5813,,GRAND VALLEY BLVD / GIANMARCO WAY,0,,1
,43.853037,2,5814,-79.540619,,1,,5814,,GRAND VALLEY BLVD / DISCOVERY TRL,0,,1
,43.852544,2,5815,-79.543103,,1,,5815,,GRAND VALLEY BLVD / TREASURE RD,0,,1
,43.853325,1,5816,-79.546568,,1,,5816,,MAST RD / DEL FRANCESCO WAY,0,,1
,43.850264,1,3066,-79.445704,,1,,3066,,CARRVILLE RD / AVENUE RD,0,,1
,43.828496,1,4888,-79.391412,,1,,4888,,WILLOWBROOK RD / RAVENCLIFFE RD,0,,1
,43.849655,1,3065,-79.448581,,1,,3065,,CARRVILLE RD / MYERS BLVD,0,,1
,44.068101,1,2465,-79.459931,,1,,2465,,MAIN ST / OLD MAIN ST,0,,1
,44.041401,2,2249,-79.452143,,1,,2249,,BAYVIEW AV / MULOCK DR,0,,1
,43.847478,2,3064,-79.459176,,1,,3064,,RUTHERFORD RD / BATHURST ST,0,,1
,44.063843,1,2466,-79.463301,,1,,2466,,MAIN ST / BEXHILL RD,0,,1
,43.849698,1,4619,-79.536896,,1,,4619,,JANE ST / MAJOR MACKENZIE DR,0,,1
,43.996087,1,4618,-79.483445,,1,,4618,,WELLINGTON ST / TIMPSON DR,0,,1
,44.05948,1,2467,-79.46145,,1,,2467,,MAIN ST / DAVIS DR,0,,1
,43.853061,1,2946,-79.520817,,1,,2946,,MAJOR MACKENZIE DR / NETHERFORD RD,0,,1
,43.843611,1,4611,-79.530307,,1,,4611,,MELVILLE AV / NORWOOD AV,0,,1
,43.85634,2,4610,-79.544393,,1,,4610,,TIERRA AV / TREASURE RD,0,,1
,43.784474,1,3500,-79.594245,,1,,3500,,WOODBRIDGE AV / WALLACE ST,0,,1
,43.839487,1,4614,-79.564916,,1,,4614,,FOSSIL HILL RD / MARIA ANTONIA RD,0,,1
,43.835623,1,4617,-79.468063,,1,,4617,THORNHILL WOODS DR & AUTUMN HILL BLVD,THORNHILL WOODS DR / AUTUMN HILL BL,0,,1
,44.0698,2,5060,-79.459095,,1,,5060,,MAIN ST / LONDON RD,0,,1
,43.827289,1,1098,-79.327003,,1,,1098,,DENISON ST / WARDEN AV,0,,1
,43.852371,1,3068,-79.435673,,1,,3068,,CARRVILLE RD STOP # 3068,0,,1
,43.836544,2,7393,-79.658895,,1,,7393,,BARONS ST / ALISTAIR CR,0,,1
,44.049378,1,2228,-79.452896,,1,,2228,,PROSPECT ST / PEARSON ST,0,,1
,44.043426,1,2226,-79.452388,,1,,2226,,BAYVIEW AV / BONDI AV,0,,1
,44.04677,1,2227,-79.453192,,1,,2227,,BAYVIEW AV / COLLEGE ST,0,,1
,44.035987,1,2224,-79.450571,,1,,2224,,BAYVIEW AV / NEWPARK BLVD,0,,1
,44.041027,2,2225,-79.451772,,1,,2225,,BAYVIEW AV / MULOCK DR,0,,1
,44.029116,1,2222,-79.449047,,1,,2222,,BAYVIEW AV / BROOKER RDGE,0,,1
,44.033276,1,2223,-79.44999,,1,,2223,,BAYVIEW AV / STONEHAVEN AV,0,,1
,44.021163,1,2220,-79.447252,,1,,2220,,BAYVIEW AV STOP # 2220,0,,1
,44.023449,1,2221,-79.447708,,1,,2221,,BAYVIEW AV / ST. JOHN'S SDRD,0,,1
,43.912045,2,5924,-79.257492,,1,,5924,,DONALD COUSENS PKWY / MAJOR MACKENZIE DR,0,,1
,43.89799,1,5925,-79.222319,,1,,5925,,MORNING DOVE DR / QUAIL HOLLOW,0,,1
,43.898265,1,5926,-79.2204,,1,,5926,MORNING DOVE DR & CORNELL ROUGE BLVD,MORNING DOVE DR / CORNELL ROUGE BLV,0,,1
,43.896476,1,5927,-79.219883,,1,,5927,,CORNELL ROUGE BLVD / WHITE'S HILL AV,0,,1
,43.900114,1,5920,-79.220863,,1,,5920,,16TH AV / CORNELL ROUGE BLVD,0,,1
,43.904667,2,5921,-79.235346,,1,,5921,,DONALD COUSENS PKWY / COUNTRY GLEN RD,0,,1
,43.905171,2,5922,-79.239865,,1,,5922,,DONALD COUSENS PKWY / NINTH LINE,0,,1
,43.908125,1,5923,-79.244416,,1,,5923,DONALD COUSENS PKWY & CASTLEMORE AVE,DONALD COUSENS PKWY / CASTLEMORE AV,0,,1
,43.896189,1,5928,-79.221459,,1,,5928,WHITE'S HILL AV & JOHN ALLAN CAMERON ST,WHITE'S HILL AV / JOHN ALLAN CAMERO,0,,1
,43.896094,1,5929,-79.221738,,1,,5929,WHITE'S HILL AV & JOHN ALLAN CAMERON ST,WHITE'S HILL AV / JOHN ALLAN CAMERO,0,,1
,43.894768,1,1099,-79.412728,,1,,1099,,ELGIN MILLS RD / SHIRLEY DR,0,,1
,43.881611,2,6334,-79.386694,,1,,6334_merged_1983973,MAJOR MACKENZIE DR & VOGELL RD,MAJOR MACKENZIE RD / VIA RENZO,0,,1
,43.914093,1,5458,-79.462487,,1,,5458,,TOWER HILL RD / GOLDLIST DR,0,,1
,43.869222,2,2479,-79.436556,,1,,2479,,YONGE ST / ELMWOOD AV,0,,1
,43.913809,1,5459,-79.469747,,1,,5459,,TOWER HILL RD / SELWYN RD,0,,1
,43.873505,1,2701,-79.464792,,1,,2701,,BATHURST ST / QUEEN FILOMENA AV,0,,1
,43.85871,2,1052,-79.395589,,1,,1052,,VALLEYMEDE DR / MEADOWCLIFFE AV,0,,1
,43.82491,1,4885,-79.38452,,1,,4885,,GREEN LANE / KINGS COLLEGE RD,0,,1
,43.819085,1,1053,-79.398076,,1,,1053,,JOHN ST / PORTERFIELD CRES,0,,1
,43.862774,1,4501,-79.538804,,1,,4501,,BRANDON GATE DR / JANE ST,0,,1
,43.858369,2,4500,-79.52319,,1,,4500,,MCNAUGHTON RD / CRANSTON PARK AV,0,,1
,44.048227,1,2088,-79.484627,,1,,2088,,EAGLE ST / GLENWAY CIR,0,,1
,44.049968,1,2089,-79.484517,,1,,2089,,EAGLE ST / MILLARD AV,0,,1
,43.863827,1,1056,-79.398737,,1,,1056,,SPADINA RD / BOAKE TRL,0,,1
,44.047462,1,2082,-79.46923,,1,,2082,,EAGLE ST / SCOTT AV,0,,1
,44.047027,1,2083,-79.471111,,1,,2083,,EAGLE ST / CAROL AV,0,,1
,44.048936,1,2080,-79.462544,,1,,2080,,EAGLE ST / LORNE AV,0,,1
,43.839268,2,5350,-79.437065,,1,,5350,,PEARSON AV STOP # 5350,0,,1
,44.044815,1,2086,-79.482157,,1,,2086,,EAGLE ST / MCCAFFREY RD,0,,1
,44.046441,1,2087,-79.484305,,1,,2087,,EAGLE ST / PEEVERS CRES,0,,1
,44.045942,1,2084,-79.47615,,1,,2084,,EAGLE ST / DIXON BLVD,0,,1
,43.885006,1,4690,-79.440636,,1,,4690,,YONGE ST / TRAYBORN DR,0,,1
,43.997919,1,1191,-79.475881,,1,,1191,,WELLINGTON ST / HAIDA DR,0,,1
,44.096944,1,2538,-79.481909,,1,,2538,,MOUNT ALBERT RD / STONEHILL BLVD,0,,1
,44.096184,2,2539,-79.485332,,1,,2539,,MOUNT ALBERT RD / HILL ST,0,,1
,43.959183,1,5451,-79.242335,,1,,5451,,REEVES WAY BLVD / JOSEPH TODD AV,0,,1
,44.098303,1,2532,-79.474087,,1,,2532,,GRIST MILL RD / MOUNT ALBERT RD,0,,1
,44.094406,1,2533,-79.47328,,1,,2533,,GRIST MILL RD / HILLTOP DR,0,,1
,44.096726,1,2530,-79.482223,,1,,2530,,MOUNT ALBERT RD / VALLEYVIEW DR,0,,1
,44.097649,2,2531,-79.47798,,1,,2531,MOUNT ALBERT RD & HOLLAND RIVER BLVD,MOUNT ALBERT RD / HOLLAND RIVER BLV,0,,1
,44.097214,1,2536,-79.47748,,1,,2536,,HOLLAND RIVER BLVD / TYSON DR,0,,1
,43.996918,1,1193,-79.479627,,1,,1193,,WELLINGTON ST / MURRAY DR,0,,1
,44.095147,1,2534,-79.474845,,1,,2534,,HILLTOP DR / PLANK RD,0,,1
,44.095509,2,2535,-79.476596,,1,,2535,,HILLTOP DR / HOLLAND RIVER BLVD,0,,1
,43.879104,1,2712,-79.433623,,1,,2712,,DUNLOP ST / PUGSLEY AV,0,,1
,43.819659,1,4321,-79.539089,,1,,4321,,EDGELEY BLVD / FOUR VALLEY DR,0,,1
,43.87811,1,2710,-79.437834,,1,,2710,,DUNLOP ST / YONGE ST,0,,1
,43.878601,1,2711,-79.435573,,1,,2711,,DUNLOP ST STOP # 2711,0,,1
,43.884053,2,2716,-79.422847,,1,,2716,,CROSBY AV / NEAL DR,0,,1
,43.88221,2,2714,-79.429606,,1,,2714,,CROSBY AV / NEWKIRK RD,0,,1
,43.883392,2,2715,-79.425803,,1,,2715,,CROSBY AV STOP # 2715,0,,1
,43.99769,1,1195,-79.476131,,1,,1195,,WELLINGTON ST / HAIDA DR,0,,1
,43.817412,1,3347,-79.451178,,1,,3347,,ATKINSON AV / BATHURST ST,0,,1
,44.005262,1,5078,-79.443617,,1,,5078,,WELLINGTON ST / BAYVIEW AV,0,,1
,43.999191,2,5079,-79.477638,,1,,5079,,MCDONALD DR / HAIDA DR,0,,1
,44.065686,2,7225,-79.480459,,1,,7225,,CARLISLE ST / PRIMROSE LN,0,,3
,43.967423,2,5456,-79.232186,,1,,5456,,HOOVER PARK DR / JACOB WAY,0,,1
,44.065889,2,7226,-79.480668,,1,,7226,,CARLISLE ST / PRIMROSE LN,0,,3
,44.073858,1,5072,-79.459318,,1,,5072,,MAIN ST / BRISTOL RD,0,,1
,44.062077,1,5073,-79.462556,,1,,5073,,MAIN ST / PENN AV,0,,1
,43.833513,1,1196,-79.379357,,1,,1196,,LESLIE ST STOP # 1196,0,,1
,44.00775,1,5076,-79.43301,,1,,5076,,WELLINGTON ST / MAVRINAC RD,0,,1
