block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_200521,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979203,
b_200522,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979202,
b_200514,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979201,
b_200520,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979200,
b_200518,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979207,
b_200519,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979206,
b_200515,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979205,
b_200516,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979204,
b_200514,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979209,
b_200520,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.1,1979208,
b_199853,2,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971070,
b_199862,2,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971071,
b_199859,2,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971072,
b_199846,2,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971073,
b_199847,2,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971074,
b_199849,1,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971075,
b_199848,1,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971076,
b_199861,1,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971077,
b_199844,1,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971078,
b_199845,1,601,1,0,Newmarket Terminal - NB,82499,153.0.2,1971079,
b_200156,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975555,
b_200298,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975554,
b_200277,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975553,
b_200152,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975552,
b_200153,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975551,
b_200152,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975550,
b_199894,1,601,1,1,Finch GO Bus Terminal - SB,82501,153.0.3,1971694,
b_199895,2,601,1,1,Finch GO Bus Terminal - SB,82501,153.0.3,1971695,
b_199896,2,601,1,1,Finch GO Bus Terminal - SB,82501,153.0.3,1971696,
b_199897,2,601,1,1,Finch GO Bus Terminal - SB,82501,153.0.3,1971697,
b_199897,1,601,1,0,Newmarket Terminal - NB,82499,153.0.3,1971690,
b_199896,1,601,1,0,Newmarket Terminal - NB,82499,153.0.3,1971691,
b_199895,1,601,1,0,Newmarket Terminal - NB,82499,153.0.3,1971692,
b_199894,1,601,1,0,Newmarket Terminal - NB,82499,153.0.3,1971693,
b_199898,2,601,1,1,Finch GO Bus Terminal - SB,82501,153.0.3,1971698,
b_199899,2,601,1,1,Finch GO Bus Terminal - SB,82501,153.0.3,1971699,
a_198951,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82277,152.0.1,1958365,
a_198950,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82278,152.0.1,1958364,
a_198950,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82278,152.0.1,1958366,
a_198951,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82278,152.0.1,1958361,
a_198950,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82278,152.0.1,1958360,
a_198951,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82278,152.0.1,1958363,
a_198950,1,522,1,1,Hagerman's Corners via Kennedy Road - WB,82278,152.0.1,1958362,
b_199934,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972529,
b_199935,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972528,
b_199933,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972527,
b_199934,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972526,
b_199935,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972525,
b_199933,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972524,
b_199934,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972523,
b_199935,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972522,
b_199933,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972521,
b_199935,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.80,1972520,
b_200480,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978648,
b_200479,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978649,
b_200481,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978644,
b_200478,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978645,
b_200477,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978646,
b_200476,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978647,
b_200477,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978640,
b_200476,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978641,
b_200480,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978642,
b_200479,1,4,1,0,Woodbine Avenue - EB,82736,153.0.1,1978643,
b_200801,1,165,1,1,Pioneer Village Terminal - SB,82833,153.0.3,1982719,
b_200800,1,165,1,1,Pioneer Village Terminal - SB,82833,153.0.3,1982718,
b_200304,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975559,
b_200800,1,165,1,0,Major Mackenzie West Terminal - NB,82832,153.0.3,1982713,
b_200801,1,165,1,0,Major Mackenzie West Terminal - NB,82832,153.0.3,1982712,
b_200800,1,165,1,0,Major Mackenzie West Terminal - NB,82832,153.0.3,1982711,
b_200156,1,18,1,0,Cornell Bus Terminal - EB,82615,153.0.1,1975558,
b_200801,1,165,1,1,Pioneer Village Terminal - SB,82833,153.0.3,1982717,
b_200800,1,165,1,1,Pioneer Village Terminal - SB,82833,153.0.3,1982716,
b_200800,1,165,1,0,Major Mackenzie West Terminal - NB,82832,153.0.3,1982715,
b_200801,1,165,1,0,Major Mackenzie West Terminal - NB,82832,153.0.3,1982714,
a_198628,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955623,
a_198632,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955622,
a_198631,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955621,
a_198629,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955620,
a_198628,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955627,
a_198632,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955626,
a_198631,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955625,
a_198629,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955624,
a_198631,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955629,
a_198629,1,605,1,1,Martin Grove Road - WB,82142,152.0.3,1955628,
b_199987,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973348,
b_199988,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973349,
b_199956,1,437,1,0,St Maximilian Kolbe School Special via Mavrinac - MO,82581,153.24611.1,1973340,
b_200012,1,437,1,1,St Maximilian Kolbe School Special via Mavrinac - AF,82582,153.24611.1,1973341,
b_199987,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973342,
b_199988,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973343,
b_199989,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973344,
b_199987,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973345,
b_199988,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973346,
b_199989,1,607,1,0,Highway 404 Park and Ride - EB,82583,153.0.1,1973347,
a_198997,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958941,
a_198995,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958940,
a_198995,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958943,
a_198996,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958942,
a_198996,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958945,
a_198997,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958944,
a_198997,1,90,1,1,Don Mills Station - SB,82198,152.0.2,1958947,
a_198995,1,90,1,0,John Birchall Road - NB,82196,152.0.2,1958946,
a_198997,1,90,1,1,Don Mills Station - SB,82199,152.0.2,1958949,
a_198995,1,90,1,1,Don Mills Station - SB,82199,152.0.2,1958948,
b_200685,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980412,
b_200724,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980413,
b_200683,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980410,
b_200684,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980411,
b_200684,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980416,
b_200685,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980417,
b_200682,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980414,
b_200683,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980415,
b_200724,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980418,
b_200682,1,320,1,0,Major Mackenzie West Terminal - NB,82834,153.0.1,1980419,
a_198998,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959018,
a_199001,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.2,1959019,
a_198999,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959014,
a_198998,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959015,
a_199000,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959016,
a_198999,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959017,
a_198999,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959010,
a_199001,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959011,
a_198998,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959012,
a_199000,1,91,1,0,Subrisco Avenue - NB,82207,152.0.2,1959013,
b_200633,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979999,
b_200634,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979998,
b_200634,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979993,
b_200600,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979992,
b_200628,1,105,1,0,Dufferin DROP OFF ONLY - NB,82821,153.0.1,1979991,
b_200629,1,105,1,0,Dufferin DROP OFF ONLY - NB,82821,153.0.1,1979990,
b_200600,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979997,
b_200628,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979996,
b_200629,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979995,
b_200633,1,105,1,1,Sheppard West Station - SB,82825,153.0.1,1979994,
b_200822,1,3,1,1,Yonge Street - WB,82735,153.0.80,1983141,
b_200822,1,3,1,1,Pioneer Village Terminal - WB,82734,153.0.80,1983140,
b_200822,1,3,1,1,Pioneer Village Terminal - WB,82734,153.0.80,1983143,
b_200823,1,3,1,1,Pioneer Village Terminal - WB,82734,153.0.80,1983142,
b_200822,1,3,1,1,Pioneer Village Terminal - WB,82734,153.0.80,1983145,
b_200823,1,3,1,1,Pioneer Village Terminal - WB,82734,153.0.80,1983144,
b_200825,1,4,1,0,Woodbine Avenue - EB,82737,153.0.80,1983147,
b_200827,1,4,1,0,Woodbine Avenue - EB,82737,153.0.80,1983146,
b_200827,1,4,1,0,Woodbine Avenue - EB,82736,153.0.80,1983149,
b_200826,1,4,1,0,Woodbine Avenue - EB,82736,153.0.80,1983148,
b_200739,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981439,
b_200741,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981438,
b_200741,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981433,
b_200739,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981432,
b_200740,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981431,
b_200737,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981430,
b_200738,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981437,
b_200740,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981436,
b_200737,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981435,
b_200738,1,88,1,0,Seneca Polytechnic King Campus - NB,82812,153.0.2,1981434,
a_199406,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964003,
a_199407,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964002,
a_199406,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964001,
a_199402,1,88,1,1,Finch GO Bus Terminal - SB,82372,152.0.2,1964000,
a_199406,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964007,
a_199407,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964006,
a_199406,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964005,
a_199407,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964004,
a_199407,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964009,
a_199406,1,105,1,0,Rutherford Road - NB,82374,152.0.2,1964008,
a_198553,1,601,1,0,Newmarket Terminal - NB,82130,152.0.1,1953799,
a_198734,1,1,1,0,Cornell Bus Terminal - EB,82146,152.0.1,1957039,
a_198738,1,1,1,0,Cornell Bus Terminal - EB,82145,152.0.1,1957035,
a_198736,1,1,1,0,Cornell Bus Terminal - EB,82145,152.0.1,1957036,
a_198735,1,1,1,0,Cornell Bus Terminal - EB,82145,152.0.1,1957037,
a_198537,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954239,
a_198533,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954238,
a_198544,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954233,
a_198530,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954232,
a_198535,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954231,
a_198536,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954230,
a_198531,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954237,
a_198524,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954236,
a_198532,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954235,
a_198534,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82139,152.0.1,1954234,
a_199637,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967723,
a_199634,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967722,
a_199635,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967721,
a_199637,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967720,
a_199597,1,55,1,0,Highway 404 Park and Ride - EB,82454,152.0.1,1967727,
a_199637,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967726,
a_199637,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967725,
a_199637,1,54,1,1,Yonge Street via Wellington Street - SB,82453,152.0.1,1967724,
a_199638,1,55,1,0,Highway 404 Park and Ride - EB,82454,152.0.1,1967729,
a_199639,1,55,1,0,Highway 404 Park and Ride - EB,82454,152.0.1,1967728,
a_198871,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958004,
a_198872,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958005,
a_198896,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958006,
a_198865,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958007,
a_198911,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958000,
a_198861,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958001,
a_198862,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958002,
a_198860,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958003,
a_198861,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958008,
a_198871,1,91,1,0,Subrisco Avenue - NB,82207,152.0.1,1958009,
a_199316,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962773,
a_199314,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962772,
a_199315,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962771,
a_199312,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962770,
a_199317,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962777,
a_199315,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962776,
a_199312,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962775,
a_199317,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962774,
a_199314,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962779,
a_199316,1,10702,1,1,Pioneer Village Terminal - SB,82387,152.0.1,1962778,
a_199664,1,98,1,0,Green Lane - NB,82465,152.0.2,1968520,
a_199663,1,98,1,0,Green Lane - NB,82465,152.0.2,1968521,
a_199664,1,98,1,0,Green Lane - NB,82465,152.0.2,1968522,
a_199663,1,98,1,0,Green Lane - NB,82465,152.0.2,1968523,
a_199664,1,98,1,0,Green Lane - NB,82465,152.0.2,1968524,
a_199663,1,98,1,0,Green Lane - NB,82465,152.0.2,1968525,
a_199664,1,98,1,0,Green Lane - NB,82465,152.0.2,1968526,
a_199663,1,98,1,0,Green Lane - NB,82465,152.0.2,1968527,
a_199664,1,98,1,0,Green Lane - NB,82465,152.0.2,1968528,
a_199663,1,98,1,0,Green Lane - NB,82465,152.0.2,1968529,
a_199109,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960739,
a_199110,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960738,
a_199109,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960735,
a_199110,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960734,
a_199109,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960737,
a_199110,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960736,
a_199109,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960731,
a_199110,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960730,
a_199109,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960733,
a_199110,1,90,1,1,Don Mills Station - SB,82199,152.0.81,1960732,
a_199452,1,88,1,1,Finch GO Bus Terminal - SB,82372,152.0.3,1965019,
a_199453,1,88,1,1,Finch GO Bus Terminal - SB,82372,152.0.3,1965018,
a_199454,1,88,1,0,Seneca Polytechnic King Campus - NB,82368,152.0.3,1965013,
a_199452,1,88,1,0,Seneca Polytechnic King Campus - NB,82368,152.0.3,1965012,
a_199451,1,88,1,0,Seneca Polytechnic King Campus - NB,82368,152.0.3,1965011,
a_199452,1,88,1,0,Seneca Polytechnic King Campus - NB,82368,152.0.3,1965010,
a_199451,1,88,1,0,Seneca Polytechnic King Campus - NB,82367,152.0.3,1965017,
a_199452,1,88,1,0,Seneca Polytechnic King Campus - NB,82367,152.0.3,1965016,
a_199453,1,88,1,0,Seneca Polytechnic King Campus - NB,82367,152.0.3,1965015,
a_199453,1,88,1,0,Seneca Polytechnic King Campus - NB,82368,152.0.3,1965014,
a_199074,1,91,1,0,Subrisco Avenue - NB,82207,152.0.80,1960191,
a_199075,1,91,1,0,Subrisco Avenue - NB,82207,152.0.80,1960190,
a_199074,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960193,
a_199074,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960192,
a_199074,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960195,
a_199076,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960194,
a_199076,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960197,
a_199075,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960196,
a_199075,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960199,
a_199074,1,91,1,1,Finch GO Bus Terminal - SB,82208,152.0.80,1960198,
b_200260,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976080,
b_200245,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976081,
b_200249,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976082,
b_200238,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976083,
b_200246,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976084,
b_200261,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976085,
b_200247,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976086,
b_200257,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976087,
b_200256,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976088,
b_200260,1,91,1,0,Subrisco Avenue - NB,82649,153.0.1,1976089,
b_200801,1,165,1,0,Major Mackenzie West Terminal - NB,82832,153.0.3,1982710,
a_199719,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969457,
a_199718,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969456,
a_199719,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969455,
a_199718,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969454,
a_199719,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969453,
a_199718,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969452,
a_199719,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969451,
a_199718,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969450,
a_199718,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969459,
a_199718,1,607,1,0,Highway 404 Park and Ride - EB,82495,152.0.80,1969458,
b_200011,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973106,
b_199969,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973107,
b_200011,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973104,
b_200012,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973105,
b_200011,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973102,
b_200012,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973103,
b_200011,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973100,
b_200012,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973101,
b_199968,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973108,
b_199969,1,55,1,0,Highway 404 Park and Ride - EB,82540,153.0.1,1973109,
b_200645,1,107,1,1,Pioneer Village Terminal - SB,82828,153.0.1,1980108,
b_200639,1,107,1,1,Pioneer Village Terminal - SB,82828,153.0.1,1980109,
b_200351,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976624,
b_200352,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976625,
b_200353,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976626,
b_200350,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976627,
b_200351,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976620,
b_200352,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976621,
b_200353,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976622,
b_200350,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976623,
b_200351,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976628,
b_200352,1,2,1,0,Cornell Bus Terminal - EB,82591,153.0.2,1976629,
b_200643,1,107,1,0,Teston Road - NB,82827,153.0.1,1980100,
b_200498,1,7,1,0,Al Palladini Community Centre - NB,82750,153.0.1,1978890,
b_200641,1,107,1,0,Teston Road - NB,82827,153.0.1,1980102,
b_200645,1,107,1,0,Teston Road - NB,82827,153.0.1,1980103,
b_199756,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970668,
b_199760,1,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970669,
b_199763,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970666,
b_199758,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970667,
b_199761,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970664,
b_199764,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970665,
b_199759,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970662,
b_199757,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970663,
b_199760,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970660,
b_199765,2,60301,1,1,Richmond Hill Centre via Enterprise Boulevard - WB,82508,153.0.1,1970661,
b_200642,1,107,1,1,Pioneer Village Terminal - SB,82828,153.0.1,1980106,
b_200641,1,107,1,1,Pioneer Village Terminal - SB,82828,153.0.1,1980107,
a_198713,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956653,
a_198711,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956652,
a_198710,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956651,
a_198712,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956650,
a_198710,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956657,
a_198711,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956656,
a_198712,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956655,
a_198710,1,603,1,0,Cornell Bus Terminal via Highway 7 - EB,82135,152.0.81,1956654,
a_198711,2,603,1,1,Richmond Hill Centre - WB,82137,152.0.81,1956659,
a_198710,1,603,1,1,Richmond Hill Centre - WB,82137,152.0.81,1956658,
b_200704,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981143,
b_200699,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981142,
b_200705,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981141,
b_200706,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981140,
b_200702,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981147,
b_200700,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981146,
b_200703,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981145,
b_200701,1,20,1,1,Pioneer Village Terminal - SB,82762,153.0.2,1981144,
